"MMSI","ais_imo","ais_shipname","ais_callsign","vessel_flag_best","vessel_class_best","geartype_best","trip_start","start_port_iso3","start_port_label","trip_start_confidence","trip_duration_days","num_encounters","num_loitering","num_fishing","npg_2026_phase_1","npg_2026_phase_2","vv_url","skylight_IMO","skylight_Name","skylight_Skylight.Link","skylight_dark_rendezvous","skylight_eo_landsat_8_9","skylight_fishing_activity_history","skylight_standard_rendezvous","skylight_viirs","IHS_GrossTonnage","IHS_LengthOverallLOA.Meters.","IHS_YearOfBuild","IHS_ExName","IHS_PortofRegistry","CountryOfControlName","IHS_GroupBeneficialOwner","IHS_RegisteredOwner","IHS_RegisteredOwnerCountryOfRegistration","IHS_Operator","IHS_ShipManager","IHS_TechnicalManager","Non.Compliance.History..yes...sister.ship.","Type.of.Non.Compliance","Vessel.Non.Compliance.Description","SisterShip.s.Type.of.Non.Compliance","Sister.Ship.Non.Compliance.Description","SisterShipWithNonComplianceConcerns","Sources","phase1_2025","phase2_2025","inital_list_2026"
"412672150","9983970","ZHOU YU 931","BKWM","CHN","fishing","fishing",2026-04-25 23:22:36,"CHN","ZHOUSHAN",4,36,0,28,31,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/91ef3b46e-e39c-faf2-2434-ce77654a5183?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,349,44.8,2023,"","ZHOUSHAN, ZHEJIANG","CHINA","CNFC ZHOUSHAN OVERSEAS","CNFC ZHOUSHAN OVERSEAS","CHINA","CNFC ZHOUSHAN OVERSEAS","CNFC ZHOUSHAN OVERSEAS"," ","Sister Ship","","","Multiple","Multiple vessels owned by this company had encounters with the carrier QIAN YUAN in the NPFC area in 2022, after QIAN YUAN had its international fishing license removed by Panama and had been deleted from the NPFC authorised vessel list, which resulted in NPFC IUU listing of the QIAN YUAN in 2026","[ZHOU YU 906, ZHOU YU 972, ZHOU YU 679, ZHOU YU 921, ZHOU YU 905, ZHOU YU 908, ZHOU YU 903, MING TAI, ZHOU YU 909, ZHOU YU 922, ZHOU YU 929, ZHOU YU 8, FENG HUI 9, ZHOU YU 902, ZHOU YU 901, MING HUA, ZHOU YU 916, MING WANG, ZHOU YU 970]","https://www.seafoodsource.com/news/premium/environment-sustainability/china-blocks-sprfmo-from-placing-two-of-its-vessels-on-iuu-blacklist 
JAC Intrep 005 
https://www.undercurrentnews.com/2024/07/05/nearly-70-chinese-vessels-have-entered-peruvian-waters-in-2024/#comments
https://www.greenpeace.org/static/planet4-southeastasia-stateless/2021/05/ef65bfe1-greenpeace-2021-forced-labour-at-sea-digital_final.pdf
https://b2p.theoutlawocean.com/vessels/zhou-yu-921
",TRUE,FALSE,TRUE
"412699220",NA,"MING MAO","BZ8UI","CHN","fishing","fishing",2026-05-29 01:26:06,"CHN","ZHOUSHAN",3,2.92,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/337e703b6-602a-fba7-4a6e-00e56fee02e8?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"413881868",NA,"MIN JIANG 6 HAO",NA,"CHN","fishing","trawlers",2026-04-28 23:19:17,"CHN","CHN-856",4,33,0,6,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/41a862af8-8cd8-65ef-37e3-81890a294bc4?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"416000012",NA,NA,NA,"TWN","fishing","fishing",2026-05-11 23:56:49,"TWN","YELIU",3,20,0,0,1,FALSE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/57bb53359-935c-616f-ae9b-8bdb858c7f0e?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"416000013",NA,"HORNG YIH FWU NO268","BJ4593","TWN","fishing","drifting_longlines",2026-03-18 04:01:34,"TWN","SUAO",4,74.79,2,47,75,FALSE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/44229c77c-c5a9-f6da-fe00-1181c21c9cd3?&start=2026-04-30&end=2026-06-02"")",8550702,"HORNG YIH FWU NO268","https://app.skylight.earth/vesseldetails/416000013?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"416000141",NA,"HORNG YIH FWU NO.168","BJ4551","TWN","fishing","drifting_longlines",2026-04-10 06:43:43,"TWN","SUAO",4,51.71,1,39,39,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c04309ae4-4ae9-3453-5220-6978d617c866?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,88,27.6,1998,"","SUAO","TAIWAN ","HONG J-Y","HONG J-Y","TAIWAN ","HONG J-Y","HONG J-Y"," ","","","","","","","",TRUE,FALSE,TRUE
"416000146",NA,"YONG YU SING NO.18","BJ4678","TWN","fishing","drifting_longlines",2026-04-07 08:15:58,"TWN","SUAO",4,54.63,0,21,31,FALSE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/100e66e4e-e7e2-d1c4-ec33-5f736f68d5a0?&start=2026-04-30&end=2026-06-02"")",8546579,"YONG YU SING NO.18","https://app.skylight.earth/vesseldetails/416000146?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"416000212",NA,"JIA YU FA","BJ4606","TWN","fishing","drifting_longlines",2026-03-02 04:12:01,"TWN","DONGGANG",4,90.79,0,69,188,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/63e0d0a3a-a016-a7a9-28a9-cc606062f396?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"416000236",NA,"YEOU JYI FA","BJ4572","TWN","fishing","drifting_longlines",2026-05-16 01:17:01,"TWN","DONGGANG",4,15.92,0,6,3,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f97902190-0c87-331a-4df0-552ed1c4d034?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,61,24.5,2000,"","KAOHSIUNG","TAIWAN "," ","HUANG LIN L-F","TAIWAN ","HUANG LIN L-F","HUANG LIN L-F"," ","","","","","","","",TRUE,FALSE,FALSE
"416000405",NA,"JIN CHINQ FUH NO 62","BJ3930","TWN","fishing","drifting_longlines",2026-03-22 08:26:00,"TWN","SUAO",4,70.63,1,51,106,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/374bda40a-a269-222f-e6d1-600f3621a4cd?&start=2026-04-30&end=2026-06-02"")",129,"JIN CHINQ FUH NO 62","https://app.skylight.earth/vesseldetails/416000405?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"416000411",NA,"HORNG YIH FWU NO368","BJ4693","TWN","fishing","drifting_longlines",2026-04-07 03:02:11,"TWN","SUAO",4,54.83,5,26,48,FALSE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/464556050-0266-1951-9d98-5262674714fc?&start=2026-04-30&end=2026-06-02"")",8550946,"HORNG YIH FWU NO368","https://app.skylight.earth/vesseldetails/416000411?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"416000594",NA,"SHENG YU NO36","BJ4410","TWN","fishing","drifting_longlines",2026-03-03 14:41:35,"TWN","DONGGANG",4,89.38,0,85,108,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/caecea261-1d58-506c-d16a-ff1b3fa59851?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"416000855",NA,"LIEN YU FA NO31","BJ4736","TWN","fishing","drifting_longlines",2026-04-24 03:36:33,"TWN","DONGGANG",4,37.83,0,15,6,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/17be01f10-032c-7c09-55ac-5e6cd75d1f7b?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,79,26.15,2002,"","KAOHSIUNG","TAIWAN ","DONGCHENG FISHERIES LTD","DONGCHENG FISHERIES LTD","TAIWAN ","DONGCHENG FISHERIES LTD","DONGCHENG FISHERIES LTD"," ","Sister Ship","","","IUU","DONG CHENG 988 accused of illegal shark finning","","C4ADS internal source available upon request",TRUE,FALSE,TRUE
"416000993",NA,"WAN ZHAO NO.168",NA,"TWN","fishing","drifting_longlines",2026-05-05 05:09:06,"TWN","DONGGANG",4,26.75,0,14,20,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0eac0fa32-27d2-693a-e314-7659c7f03512?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"416001052",NA,"JYI TSAIR NO.28","BJ4460","TWN","fishing","drifting_longlines",2026-03-11 12:56:08,"TWN","DONGGANG",4,81.46,0,83,92,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/5d92be9f9-980c-6445-df4b-72eb7a96b960?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"416001255",NA,"MAN  SHUEN  NO.12","BJ4636","TWN","fishing","drifting_longlines",2026-04-09 02:25:13,"TWN","SUAO",4,52.88,0,34,43,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/8348480fb-ba98-8db3-9701-367d4559e763?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,95,23.4,2000,"","SUAO","TAIWAN ","LIOU B-J","LIOU B-J","TAIWAN ","LIOU B-J","LIOU B-J"," ","","","","","","","",TRUE,FALSE,TRUE
"416001344",NA,"DA FENG NO.7","BJ3497","TWN","fishing","drifting_longlines",2026-04-20 07:51:10,"TWN","SUAO",4,41.67,25,35,55,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/93c6fa57a-acf7-2c41-111c-2bd2998049d9?&start=2026-04-30&end=2026-06-02"")",8553041,"DA FENG NO.7","https://app.skylight.earth/vesseldetails/416001344?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",1,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"416001414",NA,"MAN YI NO.168","BJ4651","TWN","fishing","drifting_longlines",2026-03-15 01:31:14,"TWN","SUAO",4,77.92,0,56,98,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/94504e3f2-2a26-0dc5-187d-6c2e6b9b3e72?&start=2026-04-30&end=2026-06-02"")",8546529,"MAN YI NO 168","https://app.skylight.earth/vesseldetails/416001414?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"416001447",NA,"SIN DE YI NO.206","BJ4479","TWN","fishing","drifting_longlines",2026-04-09 02:19:53,"TWN","SUAO",4,52.88,5,31,65,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/aed10a9d1-1bce-d4d3-2241-14c7d00214cb?&start=2026-04-30&end=2026-06-02"")",NA,"SIN DE YI NO.206","https://app.skylight.earth/vesseldetails/416001447?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",0,0,13,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"416001519",NA,"SHENG FU YU NO.168","BJ4631","TWN","fishing","drifting_longlines",2026-03-09 08:55:31,"TWN","SUAO",4,83.63,7,60,72,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f54df94ae-e65f-f2e9-4799-ce091fb945ca?&start=2026-04-30&end=2026-06-02"")",8530142,"SHENG FU YU NO.168","https://app.skylight.earth/vesseldetails/416001519?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"416001665",NA,"JIN CHING FA NO16","BG3863","TWN","fishing","drifting_longlines",2026-05-12 04:24:49,"TWN","DONGGANG",4,19.79,0,3,8,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a081b6716-6097-52a7-ab09-4929286f3ff3?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,99,27.6,1988,"","KAOHSIUNG","TAIWAN ","HONG Y-W","HONG Y-W","TAIWAN ","HONG Y-W","HONG Y-W"," ","","","","","","","",TRUE,FALSE,FALSE
"416001799",NA,"HORNG YIH FWUM NO628","BJ4570","TWN","fishing","drifting_longlines",2026-03-14 03:21:32,"TWN","SUAO",4,78.83,0,54,10,FALSE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c83849dd3-3e9f-fb9d-d744-02dd96dd9bfc?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,79,23.97,1999,"","SUAO","TAIWAN","HOMG B-Y","HOMG B-Y","TAIWAN","HOMG B-Y","HOMG B-Y"," ","Yes","IUU","HORNG YIH FWU NO.628 was sanctioned by the Taiwan FA for holding prohibited fish species(OCS) and failing to dispose of shark fins in the prescribed manner. Taiwan FA fined the vessels operator (Bao-Yinn Homg) NTD 2,500,000 and the vessels captain NTD 500,000 as well as suspending their fishing license for 1 month.","","","","https://en.fa.gov.tw/view.php?theme=Combating_IUU&subtheme=&id=10",FALSE,TRUE,TRUE
"416001833",NA,"CHINLONGFA","BJ4744","TWN","fishing","drifting_longlines",2026-03-05 00:26:56,"TWN","DONGGANG",4,87.96,0,34,49,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/871448bb9-971e-0372-b9bb-9474b02e1b2d?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"416002127",NA,"JIN CHENG LI NO1","BJ4753","TWN","fishing","drifting_longlines",2026-03-05 03:19:42,"TWN","DONGGANG",4,87.83,0,21,12,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/41cb8b608-8ac2-3791-8446-45e03c6d20c9?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,59,22.15,2003,"YIH SHING NO. 9","KAOHSIUNG","TAIWAN","CHEN W","CHEN W","TAIWAN","CHEN W","CHEN W"," ","Both","IUU","JIN CHENG LI NO.1 was sanctioned by Taiwan Fisheries Agency for incorrect processing of shark fins in 2025, with the Operator fined 500,000 NTD","IUU","A Greenpeace report identifies HE SHUN NO 6 (then called SHENG I HSING NO. 63) as one of a number of vessels that the NGO documented unloading shark fins not attached to carcasses in aTaiwanese ports during a three-month period in 2015, in contravention of Taiwan's shark finning regulation. The vessel has since changed ownership but at the time was listed as owned by Wang Chen","HE SHUN NO. 6 (ex-SHENG I HSING NO. 63)","https://en.fa.gov.tw/view.php?theme=Combating_IUU&subtheme=&id=11;  https://www.greenpeace.org/aotearoa/publication/made-in-taiwan/",FALSE,TRUE,TRUE
"416002154",NA,"LIAN YU CAI NO.168","BG3987","TWN","fishing","drifting_longlines",2026-03-08 02:35:48,"TWN","SUAO",4,84.88,0,56,86,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/054419a52-260f-12b5-9188-0e276e6908f4?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"416002194",NA,"MIN FA YU","BJ4765","TWN","fishing","drifting_longlines",2026-04-24 01:13:23,"TWN","DONGGANG",4,37.92,0,23,56,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/06905d3d4-40b7-f398-17ad-2e7356dc2930?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"416002196",NA,"MING JYH FWU NO12","BJ4770","TWN","fishing","drifting_longlines",2026-03-17 03:14:41,"TWN","DONGGANG",4,75.83,0,24,15,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/47622ec28-819e-178b-18c8-7220ce86e108?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,71,24.6,2004,"","KAOHSIUNG","TAIWAN","LII C-M","LII C-M","TAIWAN","LII C-M","LII C-M"," ","","","","","","","",FALSE,TRUE,TRUE
"416002222",NA,"DA SHENG YI","BJ4764","TWN","fishing","drifting_longlines",2026-03-20 07:57:27,"TWN","SUAO",4,72.67,2,46,90,FALSE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/4e2ff7e65-573c-1505-28c8-a8b4142c4210?&start=2026-04-30&end=2026-06-02"")",8534423,"DA-SHENG-YI-","https://app.skylight.earth/vesseldetails/416002222?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",0,0,9,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"416002298",NA,"JIN HAE FUN NO368",NA,"TWN","fishing","drifting_longlines",2026-04-20 09:51:07,"TWN","DONGGANG",4,41.58,0,1,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/996e83019-953b-a949-7557-63cab343dc6f?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,79,25.8,2004,"","KAOHSIUNG","TAIWAN ","CHANG C-C","CHANG C-C","TAIWAN ","CHANG C-C","CHANG C-C"," ","","","","","","","",TRUE,FALSE,TRUE
"416002527",NA,"SHEN LONG YU NO.31","BJ4805","TWN","fishing","drifting_longlines",2026-04-16 02:50:01,"TWN","DONGGANG",4,45.88,0,17,2,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/61f9f2e6f-ff05-72c1-2bc3-c025503eabc7?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"416002537",NA,"MANN  YIH  NO.268","BJ4816","TWN","fishing","drifting_longlines",2026-03-20 00:49:07,"TWN","SUAO",3,72.96,0,59,114,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/d6da6fa36-69af-792a-9622-9684494f0673?&start=2026-04-30&end=2026-06-02"")",8342181,"MAAN YIH NO268","https://app.skylight.earth/vesseldetails/416002537?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",1,0,17,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"416002557",NA,"YOU HER FA","BJ5208","TWN","fishing","drifting_longlines",2026-05-01 00:55:03,"TWN","DONGGANG",4,30.96,0,14,4,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/bd6ebd84f-f2e2-61e5-d1d2-3e517bea5e51?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE
"416002799",NA,"AN WEN FA","BG3977","TWN","fishing","drifting_longlines",2026-03-05 02:36:32,"TWN","DONGGANG",3,87.88,0,76,151,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/e3381ec66-6f0e-d526-eee2-8b29442b4a7a?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"416002804",NA,"SYU MAN CAI","BG3972","TWN","fishing","drifting_longlines",2026-04-14 01:37:14,"TWN","DONGGANG",4,47.92,0,42,50,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/f324a53a7-794f-3250-7456-47a0ca094569?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"416002826",NA,"LIAN YU FA NO.2","BJ4865","TWN","fishing","drifting_longlines",2026-03-08 02:30:34,"TWN","SUAO",4,84.88,13,52,104,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/0ce2e804d-d0df-9df6-60e1-6f2ac169eff1?&start=2026-04-30&end=2026-06-02"")",8792752,"LIAN YU YU NO.2","https://app.skylight.earth/vesseldetails/416002826?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE
"416002995",NA,"HE SHUN  NO 6","BG 3934","TWN","fishing","drifting_longlines",2026-04-16 03:47:31,"TWN","DONGGANG",4,45.83,1,39,53,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/9dbb3b15a-a82a-d419-a9ea-fdb1c7f8ffb5?&start=2026-04-30&end=2026-06-02"")",8555178,"HE SHUN NO 6","https://app.skylight.earth/vesseldetails/416002995?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",0,0,0,2,0,97,28.2,2006,"SHENG I HSING NO. 63","KAOHSIUNG","TAIWAN"," ","SYU H-H","","SYU H-H","SYU H-H"," ","","","","","","","",FALSE,TRUE,TRUE
"416002998",NA,"LINE YU FA NO32","BJ4607","TWN","fishing","drifting_longlines",2026-04-26 06:19:14,"TWN","DONGGANG",4,35.71,0,26,49,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/28de34089-9664-0edd-c22a-5d4e53d4d9d8?&start=2026-04-30&end=2026-06-02"")",8539930,"LINE YU FA NO32","https://app.skylight.earth/vesseldetails/416002998?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",0,0,1,1,0,67,27.45,2000,"","KAOHSIUNG","TAIWAN","HUANG J-F","HUANG J-F","TAIWAN","HUANG J-F","HUANG J-F"," ","","","","","","","",FALSE,TRUE,TRUE
"416003063",NA,"JINFU-SHENG","BJ4036","TWN","fishing","drifting_longlines",2026-04-03 01:29:37,"TWN","DONGGANG",4,58.92,0,42,87,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/04e0b95fc-c047-7973-d9b4-b3d6cc87d38b?&start=2026-04-30&end=2026-06-02"")",NA,"JINFU-SHENG","https://app.skylight.earth/vesseldetails/416003063?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",2,0,1,0,0,73,23.65,1989,"CHYUAN LIANG FA NO. 168","KAOHSIUNG","TAIWAN"," ","HUNG F-C","","HUNG F-C","HUNG F-C"," ","","","","","","","",FALSE,TRUE,TRUE
"416003205",NA,"LIEN YU FA NO 66","BJ4584","TWN","fishing","drifting_longlines",2026-03-21 00:57:36,"TWN","DONGGANG",4,71.96,0,61,66,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/a0ebbf380-0ba4-8b8d-0a8b-25df3bb9d62e?&start=2026-04-30&end=2026-06-02"")",8557475,"LIEN YU FA NO66","https://app.skylight.earth/vesseldetails/416003205?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",0,0,0,9,0,62,27,1999,"","KAOHSIUNG","TAIWAN","CHEN M-Y","CHEN M-Y","TAIWAN","CHEN M-Y","CHEN M-Y"," ","","","","","","","",FALSE,TRUE,TRUE
"416003315",NA,"SHUN YI SIN","BJ4995","TWN","fishing","drifting_longlines",2026-04-14 01:34:05,"TWN","DONGGANG",4,47.92,0,38,33,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/702b325e5-58d5-4b68-bce3-a55f3aa71d2e?&start=2026-04-30&end=2026-06-02"")",8542808,"SHUN YI SIN","https://app.skylight.earth/vesseldetails/416003315?startTime=2026-05-01T00%3A00%3A00Z&endTime=2026-06-01T00%3A00%3A00Z",0,0,0,2,0,82,23,2007,"","KAOHSIUNG","TAIWAN","TSAI C-F","TSAI C-F","TAIWAN","TSAI C-F","TSAI C-F"," ","","","","","","","",FALSE,TRUE,TRUE
"416003452",NA,"MING JYH FWU NO.20","BJ5000","TWN","fishing","drifting_longlines",2026-05-22 23:43:45,"TWN","DONGGANG",4,9,0,0,0,TRUE,TRUE,"=HYPERLINK(""https://globalfishingwatch.org/map/vessel/c6b7e2ce6-6f0d-7958-ad5e-034d23a1a259?&start=2026-04-30&end=2026-06-02"")",NA,NA,NA,NA,NA,NA,NA,NA,82,23.9,2007,"","KAOHSIUNG","TAIWAN ","SYU J-S","SYU J-S","TAIWAN ","SYU J-S","SYU J-S"," ","","","","","","","",TRUE,FALSE,FALSE
