Vessel_Name,MMSI,IMO,gfw_flag,CallSign,IHS_GrossTonnage,IHS_LengthOverallLOA(Meters),IHS_YearOfBuild,IHS_ExName,geartype_best,IHS_PortofRegistry,CountryOfControlName,IHS_GroupBeneficialOwner,IHS_RegisteredOwner,IHS_RegisteredOwnerCountryOfRegistration,IHS_Operator,IHS_ShipManager,IHS_TechnicalManager,Non-Compliance History (yes / sister ship),Type of Non-Compliance,Vessel Non-Compliance Description,SisterShip(s)Type of Non-Compliance,Sister Ship Non-Compliance Description,SisterShipWithNonComplianceConcerns,Sources,poor_id,trip_start,trip_duration_days,start_port_iso3,start_port_label,in_transit_aoi_p1,in_transit_aoi_p2,in_primary_area_p1,in_primary_area_p2,num_encounters,num_loitering,num_fishing,vv_url,skylight_url,transit_p1_dark_rendezvous,transit_p1_fishing_activity_history,transit_p1_standard_rendezvous,transit_p1_viirs,transit_p1_sar_sentinel1,transit_p1_eo_sentinel2,transit_p1_eo_landsat_8_9,transit_p2_dark_rendezvous,transit_p2_fishing_activity_history,transit_p2_standard_rendezvous,transit_p2_viirs,transit_p2_sar_sentinel1,transit_p2_eo_sentinel2,transit_p2_eo_landsat_8_9,primary_area_p1_dark_rendezvous,primary_area_p1_fishing_activity_history,primary_area_p1_standard_rendezvous,primary_area_p1_viirs,primary_area_p1_sar_sentinel1,primary_area_p1_eo_sentinel2,primary_area_p1_eo_landsat_8_9,primary_area_p2_dark_rendezvous,primary_area_p2_fishing_activity_history,primary_area_p2_standard_rendezvous,primary_area_p2_viirs,primary_area_p2_sar_sentinel1,primary_area_p2_eo_sentinel2,primary_area_p2_eo_landsat_8_9,New_vessel
KIYOMARU NO.8,431600520,9180580,JPN,JM6434,151,0,1997,,pole_and_line,"NICHINAN, MIYAZAKI",JAPAN, ,KIYO MARU SUISAN,,KIYO MARU SUISAN,KIYO MARU SUISAN, ,,,,,,,,FALSE,2025-05-30T04:15:00Z,3.79,JPN,KESENNUMA,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/77737fe13-3506-9b33-c64d-d729dfece0ac?&start=2025-05-28&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431600520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
YASUEIMARU,431600640,2639439,JPN,JM6049,71,0,1991,,drifting_longlines,"TSUKUMI, OITA",JAPAN,KIYOTA Y,KIYOTA Y,JAPAN,KIYOTA Y,KIYOTA Y, ,,,,,,,,FALSE,2025-05-27T05:36:00Z,6.75,JPN,TSUKUMI,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/cdbb05699-94d0-0842-ba7a-1e8fecdaa1b0?&start=2025-05-25&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431600640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
KOUEI_MARU_NO.31,432561000,9099286,JPN,JD2294,149,35.41,2006,KAISEI MARU,drifting_longlines,"MINAMISANRIKU, MIYAGI",JAPAN, ,KONDO GYOGYOBU,,KONDO GYOGYOBU,KONDO GYOGYOBU, ,,,,,,,,FALSE,2025-05-18T03:44:00Z,15.83,JPN,KESENNUMA,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/ea44acf90-067e-754f-c8f9-dedc7cffc89a?&start=2025-05-16&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/432561000,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,FALSE
KOTOSHIROMARU NO.15,431763000,8954477,JPN,JM6659,119,0,1999,,pole_and_line,"NICHINAN, MIYAZAKI",JAPAN, ,KOTOSHIRO SUISAN,,KOTOSHIRO SUISAN,KOTOSHIRO SUISAN, ,,,,,,,,FALSE,2025-05-29T22:35:00Z,4.04,JPN,KESENNUMA,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/a990b9711-1b7b-c502-7a77-bd18f1494e7a?&start=2025-05-27&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431763000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
KINSAI MARU NO.1,431378000,9882841,JPN,7KFQ,738,57.43,2019,,drifting_longlines,"ICHIKIKUSHIKINO, KAGOSHIMA",JAPAN,KUSHIKINO MAGURO CO LTD,KUSHIKINO MAGURO CO LTD,JAPAN,KUSHIKINO MAGURO CO LTD,KUSHIKINO MAGURO CO LTD, ,,,,,,,,FALSE,2025-04-30T18:04:00Z,33.21,PAN,BALBOA,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/c50ff9477-7627-7818-618d-a88e1a068fb4?&start=2025-04-28&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431378000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
KINSAI MARU NO.68,431206000,9185358,JPN,JDXV,667,49,1998,,drifting_longlines,"ICHIKIKUSHIKINO, KAGOSHIMA",JAPAN,KUSHIKINO MAGURO CO LTD,KUSHIKINO MAGURO CO LTD,JAPAN,KUSHIKINO MAGURO CO LTD,KUSHIKINO MAGURO CO LTD, ,,,,,,,,FALSE,2025-05-22T06:36:00Z,11.71,JPN,SHIMIZU,FALSE,TRUE,TRUE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/a180f88c0-0757-bc36-96ea-cc6e484be7ad?&start=2025-05-20&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431206000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
MATSUEI MARU NO8,431245000,9775191,JPN,7JUS,714,57.43,2015,,drifting_longlines,"ICHIKIKUSHIKINO, KAGOSHIMA",JAPAN,KUSHIKINO MAGURO CO LTD,KUSHIKINO MAGURO CO LTD,JAPAN,KUSHIKINO MAGURO CO LTD,KUSHIKINO MAGURO CO LTD,KUSHIKINO MAGURO CO LTD,,,,,,,,FALSE,2025-05-05T08:33:00Z,28.63,PAN,BALBOA,TRUE,TRUE,TRUE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/aadef4a9a-a030-2bee-43ca-4ade18069acb?&start=2025-05-03&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431245000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
TRITON HIGHWAY,431300000,8821280,JPN,7KRN,379,54.8,1989,,drifting_longlines,"ICHIKIKUSHIKINO, KAGOSHIMA",JAPAN, ,KYOEI SUISAN YK,,KYOEI SUISAN YK,KYOEI SUISAN YK, ,,,,,,,,FALSE,2025-05-15T13:48:00Z,18.42,CAN,VANCOUVER,TRUE,TRUE,TRUE,TRUE,0,1,7,https://globalfishingwatch.org/map/vessel/fb023192e-e442-d80f-afdf-f38f3f27fb6c?&start=2025-05-13&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
HO LINE TSAI,416000292,8539112,TWN,HOLINE,76,23.9,1999,FU LIEN TSAI,drifting_longlines,KAOHSIUNG,TAIWAN, ,LI X-H,,LI X-H,LI X-H, ,,,,,,,,FALSE,2025-05-28T03:52:00Z,5.83,TWN,DONGGANG,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/efac66d4b-b1c0-c88c-96bf-60fde7329e91?&start=2025-05-26&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/416000292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
MAAN YU FENG 3,416003009,8550776,TWN,BG4053,49,22,1995,,drifting_longlines,KAOHSIUNG,TAIWAN,LI ZHANG Y-X,LI ZHANG Y-X,TAIWAN,LI ZHANG Y-X,LI ZHANG Y-X, ,,,,,,,,FALSE,2025-04-27T03:01:00Z,36.83,TWN,DONGGANG,FALSE,TRUE,TRUE,TRUE,0,29,13,https://globalfishingwatch.org/map/vessel/05591a105-58a6-1d55-7cd7-b1fa832f8367?&start=2025-04-25&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/416003009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
MING JYH FWU NO12,416002196,8540147,TWN,BJ4770,71,24.6,2004,,drifting_longlines,KAOHSIUNG,TAIWAN,LII C-M,LII C-M,TAIWAN,LII C-M,LII C-M, ,,,,,,,,FALSE,2025-05-30T13:01:00Z,3.42,TWN,DONGGANG,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/47622ec28-819e-178b-18c8-7220ce86e108?&start=2025-05-28&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/416002196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
LUNTOS,273290040,9894935,RUS,UBXV9,4092,80.44,2021,,trawlers,PETROPAVLOVSK-KAMCHATSKIY,RUSSIA,LUNTOS CO LTD,LUNTOS CO LTD,RUSSIA,LUNTOS CO LTD,LUNTOS CO LTD,LUNTOS CO LTD,,,,,,,,FALSE,2025-05-20T02:48:00Z,13.88,RUS,PETROPAVLOVSK,FALSE,TRUE,TRUE,TRUE,0,0,30,https://globalfishingwatch.org/map/vessel/01bfc495e-e2f9-c846-fd17-5a9c20f96554?&start=2025-05-18&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/273290040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,TRUE
SOLIDARNOST,273219690,8907084,RUS,UBEV6,7816,105,1992,ATLANTIC SIRIUS,trawlers,PETROPAVLOVSK-KAMCHATSKIY,RUSSIA,SOGRA FISHING CO LTD,MAGADANTRALFLOT CO LTD,RUSSIA,MAGADANPROMFLOT JSC,MAGADANPROMFLOT JSC,MAGADANPROMFLOT JSC,,,,,,,,FALSE,2025-05-22T22:37:00Z,11.04,RUS,YUZHO KURILSK,FALSE,TRUE,TRUE,TRUE,2,0,15,https://globalfishingwatch.org/map/vessel/7e1225a2b-b282-e437-b211-5f320eb33caa?&start=2025-05-20&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/273219690,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,11,1,0,0,0,0,0,23,1,0,0,0,0,TRUE
SHONAN MARU,431765000,9820532,JPN,7KAT,995,65.48,2018,,fishing,"MIURA, KANAGAWA",JAPAN, ,MARINE SCIENCE HIGH SCHOOL,,MARINE SCIENCE HIGH SCHOOL,MARINE SCIENCE HIGH SCHOOL,MARINE SCIENCE HIGH SCHOOL,,,,,,,,FALSE,2025-05-29T18:08:00Z,4.21,USA,HONOLULU,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/722389b57-7f55-2a9f-0091-f5cc2e924b1f?&start=2025-05-27&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431765000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
ONE CONTRIBUTION,431225000,9629914,JPN,7KPZ,87023,316,2014,MOL CONTRIBUTION,drifting_longlines,TOKYO,JAPAN,MITSUI OSK LINES LTD,MITSUI OSK LINES LTD,JAPAN,OCEAN NETWORK EXPRESS PTE LTD,MITSUI OSK LINES LTD,MOL SHIP MANAGEMENT SINGAPORE,,,,,,,,FALSE,2025-05-30T21:41:00Z,3.08,TWN,KAOHSIUNG,TRUE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/de98f435b-bfd4-3095-3495-e6faf627f503?&start=2025-05-28&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431225000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,FALSE
MIYAGIMARU,431748000,9951460,JPN,7KLA,699,64.9,2022,,fishing,,JAPAN, ,MIYAGI PREFECTURE,,MIYAGI PREFECTURE,MIYAGI PREFECTURE, ,,,,,,,,FALSE,2025-04-25T04:21:00Z,38.79,JPN,ISHINOMAKI,FALSE,TRUE,TRUE,TRUE,0,21,49,https://globalfishingwatch.org/map/vessel/a161913ae-eb67-edf5-068d-314d4570abc5?&start=2025-04-23&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431748000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
SEIFUKUMARU NO.18,431258000,8974594,JPN,JH3481,122,0,2002,,pole_and_line,"KIHOKU, MIE",JAPAN, ,MIZUTANI S,,MIZUTANI S,MIZUTANI S, ,,,,,,,,FALSE,2025-05-29T06:30:00Z,4.71,JPN,MISAKI,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/ed384f4d1-1976-8901-beca-f0d45d734bf7?&start=2025-05-27&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431258000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
KAIENMARU NO.1,431501724,8343616,JPN,NA,19,0,2002,,drifting_longlines,"SHIOGAMA, MIYAGI",JAPAN, ,MURAKAMI SHOJI INC,,MURAKAMI SHOJI INC,MURAKAMI SHOJI INC, ,,,,,,,,FALSE,2025-05-24T06:15:00Z,9.71,JPN,SUSAKI,FALSE,TRUE,TRUE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/d46be2e94-4c2f-6150-f47f-33b9e4e8a6ac?&start=2025-05-22&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431501724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
TAIKO MARU NO.8,432971000,9709829,JPN,7JQX,479,57.41,2014,MIHO 1565,drifting_longlines,"KESENNUMA, MIYAGI",JAPAN,MURATA GYOGYO KK,MURATA GYOGYO KK,JAPAN,MURATA GYOGYO KK,MURATA GYOGYO KK,MURATA GYOGYO KK,,,,,,,,FALSE,2025-05-15T03:31:00Z,18.83,JPN,KESENNUMA,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/0ca293acd-d1d8-1658-0421-5fa99bd60bce?&start=2025-05-13&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/432971000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
MYOJINMARU NO.151,432441000,8989599,JPN,JL6647,167,43,2003,,pole_and_line,"KUROSHIO, KOCHI",JAPAN, ,MYOJIN MARU,,MYOJIN MARU,MYOJIN MARU, ,,,,,,,,FALSE,2025-05-30T20:10:00Z,3.13,JPN,SHIOGAMA,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/d1ebf1cd8-8aec-3768-6979-63e0c2348bfc?&start=2025-05-28&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/432441000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
SAGAMYOJINMARU NO.83,431200184,9176890,JPN,JH3456,149,0,1997,SUMIYOSHI MARU,pole_and_line,"KUROSHIO, KOCHI",JAPAN, ,MYOJIN SUISAN KK,,MYOJIN SUISAN KK,MYOJIN SUISAN KK, ,,,,,,,,FALSE,2025-05-28T05:36:00Z,5.75,JPN,TATEYAMA,FALSE,TRUE,TRUE,TRUE,0,0,1,https://globalfishingwatch.org/map/vessel/749ebc17a-a02f-7ab6-437a-83b2cc115c59?&start=2025-05-26&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431200184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
TAISEI MARU,431501731,8343862,JPN,NA,19,0,2002,TAKE MARU NO. 8,drifting_longlines,"TOYO, KOCHI",JAPAN, ,NAGOMI G,,NAGOMI G,NAGOMI G, ,,,,,,,,FALSE,2025-05-29T07:10:00Z,4.67,JPN,SENDAI,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/4d1e8c378-8ce4-81c9-04bc-8d784f5c0521?&start=2025-05-27&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431501731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
RYOYUMARU NO.1,431501762,8344115,JPN,NA,19,0,2003,,drifting_longlines,"TOSA, KOCHI",JAPAN, ,NAKAMURA GYOGYO,,NAKAMURA GYOGYO,NAKAMURA GYOGYO, ,,,,,,,,FALSE,2025-05-30T03:41:00Z,3.83,JPN,KOCHI,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/383a2af44-42aa-8168-d774-e889e94af205?&start=2025-05-28&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431501762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
SHINKAI MARU NO73,431351000,8948959,JPN,JM6656,157,42.4,1998,,pole_and_line,"NICHINAN, MIYAZAKI",JAPAN, ,NAKANO SUISAN,,NAKANO SUISAN,NAKANO SUISAN, ,,,,,,,,FALSE,2025-05-30T04:02:00Z,3.79,JPN,KESENNUMA,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/ce149921e-e601-5506-37d9-612c31de615e?&start=2025-05-28&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431351000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
NO.8KOUSHINMARU,431600660,2639403,JPN,JM6027,70,22,1990,,drifting_longlines,"TSUKUMI, OITA",JAPAN,NAKASHIMA T,NAKASHIMA T,JAPAN,NAKASHIMA T,NAKASHIMA T, ,,,,,,,,FALSE,2025-05-14T01:55:00Z,19.92,JPN,KATSUURA,FALSE,TRUE,TRUE,TRUE,0,7,11,https://globalfishingwatch.org/map/vessel/58f8f3594-4948-aba3-3b58-82c65001252c?&start=2025-05-12&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431600660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
8WAKASHIOMARU,431000750,9648415,JPN,NA,199,46.2,2012,,fishing,"NEMURO, HOKKAIDO",JAPAN, ,NEMURO KAIYO,,NEMURO KAIYO,NEMURO KAIYO, ,,,,,,,,FALSE,2025-05-16T05:15:00Z,17.75,JPN,HANASAKI,FALSE,TRUE,TRUE,TRUE,0,10,10,https://globalfishingwatch.org/map/vessel/3dd69a62d-d318-f7fd-6e7a-1f788527f67d?&start=2025-05-14&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431000750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
"NIKKO MARU N0,11",431768000,9119749,JPN,JDNH,499,65.07,1995,KOEI MARU NO. 11,pole_and_line,"OMAEZAKI, SHIZUOKA",JAPAN, ,NIKKO SUISAN KK,,NIKKO SUISAN KK,NIKKO SUISAN KK, ,,,,,,,,FALSE,2025-05-23T04:13:00Z,10.79,JPN,ISHINOMAKI,FALSE,TRUE,TRUE,TRUE,0,2,12,https://globalfishingwatch.org/map/vessel/a12f87592-2ea4-920d-513a-f7e582437c69?&start=2025-05-21&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431768000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FALSE
NIKKO MARU NO.1,431769000,9128702,JPN,JEIK,495,62,1995,,pole_and_line,"OMAEZAKI, SHIZUOKA",JAPAN, ,NIKKO SUISAN KK,,NIKKO SUISAN KK,NIKKO SUISAN KK, ,,,,,,,,FALSE,2025-05-15T05:31:00Z,18.75,JPN,ISHINOMAKI,FALSE,TRUE,TRUE,TRUE,0,10,41,https://globalfishingwatch.org/map/vessel/5d2644d71-1f0a-de8c-1320-1d35c29cab5d?&start=2025-05-13&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431769000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,FALSE
NIKKOMARU NO111,431255000,9775189,JPN,7JUT,872,68.75,2015,,pole_and_line,"OMAEZAKI, SHIZUOKA",JAPAN, ,NIKKO SUISAN KK,,NIKKO SUISAN KK,NIKKO SUISAN KK, ,,,,,,,,FALSE,2025-05-18T23:18:00Z,15,JPN,ISHINOMAKI,FALSE,TRUE,TRUE,TRUE,0,7,36,https://globalfishingwatch.org/map/vessel/857bc389a-a39c-4fe7-8af9-e569262d6a5d?&start=2025-05-16&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431255000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,FALSE
ANDROMEDA LEADER,431783000,9273909,JPN,7KMB,62225,199.94,2004,,inconclusive,TOKYO,JAPAN,NYK LINE,NYK LINE,JAPAN,NYK LINE,NYK LINE,NYK SHIPMANAGEMENT PTE LTD,,,,,,,,FALSE,2025-05-28T10:22:00Z,5.54,JPN,MIKAWA,TRUE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/c784b054a-ae8c-dbab-cd29-f57336fa805b?&start=2025-05-26&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431783000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
SAGAMYOJINMARU NO.88,431069000,9851892,JPN,7KCP,147,41,2019,,pole_and_line,"KUROSHIO, KOCHI",JAPAN,OCEAN LEASE KK,OCEAN LEASE KK,JAPAN,MYOJIN SUISAN KK,MYOJIN SUISAN KK, ,,,,,,,,FALSE,2025-05-30T07:57:00Z,3.67,JPN,JPN-488,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/ea98f409f-fbda-ef33-da76-b99918278909?&start=2025-05-28&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431069000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
EIHOUMARU NO.86,431001390,9892212,JPN,JD4470,199,41.8,2019,,squid_jigger,"NOTO, ISHIKAWA",JAPAN, ,OGI CHIKU IKATSURI GYOGYO,,OGI CHIKU IKATSURI GYOGYO,OGI CHIKU IKATSURI GYOGYO, ,,,,,,,,FALSE,2025-05-11T00:00:00Z,22.96,JPN,HACHINOHE,TRUE,TRUE,TRUE,TRUE,0,11,12,https://globalfishingwatch.org/map/vessel/18ebb6592-25dd-2020-29fc-ecc5c65d1192?&start=2025-05-09&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431001390,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
OOGUROKOUEIMARU,431500950,8344244,JPN,NA,19,0,1977,,drifting_longlines,"TOSA-SHIMIZU, KOCHI",JAPAN, ,OGURO SUISAN,,OGURO SUISAN,OGURO SUISAN, ,,,,,,,,FALSE,2025-05-27T01:30:00Z,6.92,JPN,KATSUURA,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/e5e437647-7abe-3b11-0453-7c8795eafa31?&start=2025-05-25&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431500950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
SEIRYOUMARU NO.65,431801390,9234874,JPN,JD2755,183,0,2000,,squid_jigger,"SHIRIUCHI, HOKKAIDO",JAPAN, ,OHARA GYOGYOBU,,OHARA GYOGYOBU,OHARA GYOGYOBU, ,,,,,,,,FALSE,2025-05-26T03:08:00Z,7.83,JPN,HAKODATE,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/a71044eeb-b375-8826-8c14-edb2eed6d9fe?&start=2025-05-24&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431801390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
RYOAN MARU,431600230,8344816,JPN,NA,19,0,1994,SEIFUKU MARU,drifting_longlines,"TSUNO, MIYAZAKI",JAPAN,OHSHI T,OHSHI T,JAPAN,OHSHI T,OHSHI T, ,,,,,,,,FALSE,2025-05-30T11:22:00Z,3.5,JPN,CHOSHI,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/ca9715832-2d0b-3b92-6f61-9ef33519dfaa?&start=2025-05-28&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431600230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
KIYOMARU NO3,431700310,9160786,JPN,NA,183,0,1996,CHOKO MARU NO. 58,squid_jigger,TOKYO,JAPAN,OKANUMA K,OKANUMA K,JAPAN,OKANUMA K,OKANUMA K, ,,,,,,,,FALSE,2025-05-07T16:24:00Z,26.29,JPN,HACHINOHE,TRUE,TRUE,TRUE,TRUE,0,10,14,https://globalfishingwatch.org/map/vessel/8ab9fde6c-c8a9-0d6c-9fba-00d344da46d3?&start=2025-05-05&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/431700310,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
NO.81MYOUJINMARU,432874000,9652478,JPN,7JMP,184,41.33,2012,,squid_jigger,"OTSUCHI, IWATE",JAPAN, ,OTSUCHI IKATSURI GYOGYO,,OTSUCHI IKATSURI GYOGYO,OTSUCHI IKATSURI GYOGYO, ,,,,,,,,FALSE,2025-05-11T00:39:00Z,22.96,JPN,HACHINOHE,TRUE,TRUE,TRUE,TRUE,0,5,12,https://globalfishingwatch.org/map/vessel/bba006080-011e-e6ea-4962-38c01bf07df3?&start=2025-05-09&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/432874000,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE
TAIHO MARU,356203000,9459591,PAN,3FSL8,3858,98.28,2008,,carrier,PANAMA,JAPAN,HAYAMA SENPAKU KK,PRINCESS LINE SA,JAPAN,HAYAMA SENPAKU KK,HAYAMA SENPAKU KK,HAYAMA SENPAKU KK,,,,,,,,FALSE,2025-05-30T06:51:00Z,3.71,TWN,KAOHSIUNG,FALSE,TRUE,TRUE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/4dbd09676-6178-e270-14ef-a62e1df0c43c?&start=2025-05-28&end=2025-06-02,https://sc-production.skylight.earth/vesseldetails/356203000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE
